job_id,title,company,location,geo_city,geo_country,geo_lat,geo_lon,salary_raw,salary_min,salary_max,currency,contract_type,description,skills,date_posted,url,source,scraped_at
reed_56870309,Data Analyst,Greencore,S802RS,Bassetlaw,United Kingdom,53.2984628,-1.0754996,,,,GBP,Full-time,"Why Greencore? Following the combination with Bakkavor in January 2026, we're one of the UK's leading creators of convenience food, driven by a simple purpose: to make everyday taste better. As a vibrant and fast-moving business, we're proud to employ over 28,000 talented colleagues across 36 manufacturing sites and 21 distribution depots in the UK and the US. Together, we bring delicious food to life. Our products cover every meal occasion from... ",r,2026-05-07,https://www.reed.co.uk/jobs/data-analyst/56870309,Reed,2026-05-30T19:24:17.248121
reed_56932291,Data Analyst,FDM Group,Glasgow,Glasgow,United Kingdom,55.861155,-4.2501687,,,,GBP,Full-time,"About The Role FDM is a global business and technology consultancy seeking a Data Analyst to work for our client within the Financial Services sector. This is initially a 6 month contract with the potential to extend and will be a hybrid role that will be based in Glasgow . You will take end-to-end ownership of developing and optimising Power BI dashboards, transforming data into clear, decision-ready insights. Working within a collaborative, sm... ","go, power bi, r",2026-05-21,https://www.reed.co.uk/jobs/data-analyst/56932291,Reed,2026-05-30T19:24:20.592222
reed_56941124,Data Science Analyst,Vermelo RPO,PE38BG,City of Peterborough,United Kingdom,52.5895192,-0.2863083,,,,GBP,Full-time,"Job Title: Data Science Analyst Location: Peterborough (hybrid working – 1 day in office) &nbsp; We have an exciting opportunity at Markerstudy Group for a Data Science Analyst. You will be responsible for providing data science and analytics solutions to support our strategic roadmaps and customer propositions. Working with a variety of teams and stakeholders, you will have strong communication skills allowing the business to adopt and embed yo... ","communication, r",2026-05-26,https://www.reed.co.uk/jobs/data-science-analyst/56941124,Reed,2026-05-30T19:24:22.658792
reed_56957462,Junior Data Analyst,AMS Contingent,Newcastle Upon Tyne,Newcastle upon Tyne,United Kingdom,54.9738474,-1.6131572,,,,GBP,Full-time,"We are AMS. We are a global total workforce solutions firm; we enable organisations to thrive in an age of constant change by building, re-shaping, and optimising workforces. Our Contingent Workforce Solution (CWS) is one of our service offerings; we act as an extension of our clients' recruitment team and provide professional interim and temporary resources. AMS are looking for multiple Junior Data Analysts for a 6 month contract based in Cardi... ","r, ui",2026-05-29,https://www.reed.co.uk/jobs/junior-data-analyst/56957462,Reed,2026-05-30T19:24:24.823741
reed_56838493,Junior Data Analyst,Anglian Home Improvements,NR66JB,Norwich,United Kingdom,52.6725858,1.2921751,,25000.0,30000.0,GBP,Full-time,"Junior Data Analyst - Office based role - Norwich, Norfolk We are seeking a motivated and detail-oriented&nbsp; Junior Data Analyst &nbsp;to join our team. This is an excellent opportunity for someone looking to begin or grow their career in data analytics within a supportive and forward-thinking environment. About the Role As a Junior Data Analyst, you will play a key role in transforming raw data into meaningful insights that support strategic... ","excel, r",2026-04-29,https://www.reed.co.uk/jobs/junior-data-analyst/56838493,Reed,2026-05-30T19:24:27.165597
reed_56888644,Senior Data Analyst,Marshall Wolfe,London,Greater London,United Kingdom,51.5074456,-0.1277653,,65000.0,75000.0,GBP,Full-time,"Data Strategy Analyst AVP Marshall Wolfe are hiring on behalf of our client within the finance industry, for a Data Strategy Analyst to join a high-performing analytics team focused on delivering strategic insight, driving transformation, and supporting senior stakeholders with data-driven recommendations. This role can be based in London, Northampton or Glasgow. Key Responsibilities Analyse complex data sets to identify trends, risks, and busin... ","go, r",2026-05-11,https://www.reed.co.uk/jobs/senior-data-analyst/56888644,Reed,2026-05-30T19:24:29.213159
reed_56957445,Junior Data Analyst,AMS Contingent,Cardiff,Cardiff,United Kingdom,51.4816546,-3.1791934,,,,GBP,Full-time,"We are AMS. We are a global total workforce solutions firm; we enable organisations to thrive in an age of constant change by building, re-shaping, and optimising workforces. Our Contingent Workforce Solution (CWS) is one of our service offerings; we act as an extension of our clients' recruitment team and provide professional interim and temporary resources. AMS are looking for multiple Junior Data Analysts for a 6 month contract based in Cardi... ","r, ui",2026-05-29,https://www.reed.co.uk/jobs/junior-data-analyst/56957445,Reed,2026-05-30T19:24:31.257320
reed_56212211,Senior Data Analyst,FDM Group,SE12QG,Greater London,United Kingdom,51.506132,-0.0849124,,,,GBP,Full-time,"Have you had a career break of 12+ months? Do you have 5+ years of commercial experience, including hands-on experience in Data, Analytics, or related technology roles? Are you ready to re-join the workforce with structured training, support and career coaching included? Then you’ll want to hear about the UK’s leading Returners Programme and the opportunities to join our Data &amp; Analytics Practice . Our Returners Programme is specifically des... ",r,2025-12-16,https://www.reed.co.uk/jobs/senior-data-analyst/56212211,Reed,2026-05-30T19:24:33.427740
reed_56950510,Liquidity Data Analyst (SQL),AMS Contingent,London,Greater London,United Kingdom,51.5074456,-0.1277653,,,,GBP,Full-time,"AMS is a global workforce solutions partner committed to creating inclusive, dynamic, and future-ready workplaces. We help organisations adapt, grow, and thrive in an ever-evolving world by building, shaping, and optimising diverse talent strategies. Our Contingent Workforce Solutions (CWS) is one of our service offerings. Acting as an extension of their recruitment teams, we connect them with skilled interim and temporary professionals, fosteri... ","r, ui",2026-05-28,https://www.reed.co.uk/jobs/liquidity-data-analyst-sql/56950510,Reed,2026-05-30T19:24:35.559201
reed_56952998,Contract Business Data Analyst,Connells Group HQ,MK78JT,City of Milton Keynes,United Kingdom,52.0027654,-0.7023586,,,,GBP,Full-time,"Job Description We are seeking an experienced Technical Business Analyst to support a large-scale CRM data migration programme as part of Project Prometheus on a 6-month contract. The primary focus of the role is to analyse, document, and map legacy (“heritage”) CRM system and associated reporting, in order to support the replication and recreation of the target-state operational and analytical reporting suite. This role sits at the intersection... ","crm, r, ui",2026-05-28,https://www.reed.co.uk/jobs/contract-business-data-analyst/56952998,Reed,2026-05-30T19:24:35.559602
reed_56904306,Data Engineer,FDM Group,London,Greater London,United Kingdom,51.5074456,-0.1277653,,55000.0,75000.0,GBP,Full-time,"About The Role FDM is a global business and technology consultancy seeking a Data Engineer to work for our client within the Finance sector. This is initially a 6 month contract with very good prospects to extend and will be a hybrid role that be based in London . The Senior Data Analyst will take ownership of the client-relationship data layer that underpins all future sales tooling within a FICC department of a Bank. In FICC, each asset class ... ","go, r",2026-05-14,https://www.reed.co.uk/jobs/data-engineer/56904306,Reed,2026-05-30T19:24:37.813480
reed_56908114,Data Journalist,William Reed,EC4A2EA,City of London,United Kingdom,51.5143056,-0.1089984,,,,GBP,Full-time,"As Data Journalist for Retail Week, you will be responsible for outputting news stories, analysis, charts and newsletter copy, through a mix of data projects and stories that come out of connections with industry sources, analysts and data providers.&nbsp; This role contributes to Retail Week’s Intelligence and Insights output by delivering timely, data-led journalism and analysis that informs, engages and supports the retail sector. Your impact... ",r,2026-05-15,https://www.reed.co.uk/jobs/data-journalist/56908114,Reed,2026-05-30T19:24:37.813877
reed_56864044,Pensions Data Manager,Brightwell,Chesterfield,Chesterfield County,United States,37.3859982,-77.578509,,,,GBP,Full-time,"Join Our Team as a Member Data Reporting Manager Location: Chesterfield, Derbyshire Are you an experienced Data Reporting Manager or Lead, who is looking to move into a role where you can really have ownership over building and developing data the right way? Within this role you will lead and develop a team of data analysts in delivering high-quality, automated reporting solutions and data-driven insights across defined benefit (DB) pension sche... ","r, ui",2026-05-06,https://www.reed.co.uk/jobs/pensions-data-manager/56864044,Reed,2026-05-30T19:24:39.658881
reed_56950360,Business Analyst (Data & BI),Whitworths Ltd,NN95DB,Irthlingborough,United Kingdom,52.3227156,-0.6233635,,36000.0,48000.0,GBP,Full-time,"About The Role We’re looking for a Business Analyst (Data &amp; BI) to join our IT team at an exciting time of business growth.&nbsp;This role will play a key part in developing reporting, dashboards, and business insights across the organisation, primarily using Qlik Sense and data from our ERP and operational systems. You’ll work closely with departments across the business to understand reporting requirements, improve visibility of key inform... ","r, ui",2026-05-28,https://www.reed.co.uk/jobs/business-analyst-data-bi/56950360,Reed,2026-05-30T19:24:41.758638
reed_56931492,Business Analyst,e.surv Chartered Surveyors,NE47JU,Newcastle upon Tyne,United Kingdom,54.9697943,-1.6297862,,,,GBP,Full-time,LSL Estate Agency Franchising is looking for a proactive and detail-oriented Business Analyst to support our team in delivering transformational projects to our Estate Agency Franchisees across our LSL brands. The role is offered on a permanent full time position on a Hybrid basis from our Newcastle based office. Business / Systems Analyst Change &amp; Transformation Team – LSL Property Services Role Purpose To support the Change &amp; Transform... ,r,2026-05-21,https://www.reed.co.uk/jobs/business-analyst/56931492,Reed,2026-05-30T19:24:44.571343
reed_56921558,Finance Analyst,Benjamin Edwards,Newark,Newark,United States,40.735657,-74.1723667,,,,GBP,Full-time,"Finance Analyst Location: Newark Salary: Up to 30,000 per annum Vacancy Type: Permanent Benjamin Edwards are recruiting for an organised and detail-focused Finance Analyst to join a well-established business within a busy yet friendly finance team. Supporting the wider finance function, you will assist with reporting, reconciliations, revenue reporting, data analysis and general finance administration to help ensure smooth day-to-day operations.... ","data analysis, r, ui",2026-05-19,https://www.reed.co.uk/jobs/finance-analyst/56921558,Reed,2026-05-30T19:24:46.623978
reed_56694555,Risk Analyst,H&T Pawnbrokers,L304AB,Sefton,United Kingdom,53.47846,-2.9737,,40000.0,40000.0,GBP,Full-time,"Risk Analyst Job Title: Risk Analyst Job Type: Permanent - Hybrid Department: Risk &amp; Compliance Location: Liverpool Reports to: Head of Risk &amp; Compliance Direct reports: None We’re looking for a Risk Analyst to support our risk management framework by collecting and validating risk data, analysing trends, maintaining risk registers, and helping produce clear, accurate risk reports. You’ll work closely with the Risk &amp; Compliance team ... ","r, risk management",2026-03-24,https://www.reed.co.uk/jobs/risk-analyst/56694555,Reed,2026-05-30T19:24:48.433477
reed_56929333,Actuarial Analyst,Foresters Financial,BR29BF,Greater London,United Kingdom,51.3982284,0.018542,,10000.0,35000.0,GBP,Full-time,"Actuarial Analyst upto 35,000 per annum Bromley Permanent Full-Time As our Actuarial Analyst you will support the production of quarterly solvency reports, contribute to data analysis and modelling, and gain hands-on experience within a life insurance environment. This is a permanent position offering excellent development opportunities, including support with IFoA exams. The role sits within the Actuarial Reporting team and will primarily suppo... ","data analysis, excel, r",2026-05-21,https://www.reed.co.uk/jobs/actuarial-analyst/56929333,Reed,2026-05-30T19:24:50.342516
reed_56932431,Finance Analyst,Specsavers,Nottingham,City of Nottingham,United Kingdom,52.9534193,-1.1496461,,28000.0,28000.0,GBP,Full-time,"Ready to keep high-volume transactions accurate, timely and running smoothly while turning data into valuable insight? As a Finance Analyst, you'll support our financial operations by ensuring transactions are processed accurately, efficiently and on time. From revenue and cash to intercompany activity, your work is central to maintaining the integrity and performance of our financial data. Working collaboratively with the wider team, you'll ana... ",r,2026-05-21,https://www.reed.co.uk/jobs/finance-analyst/56932431,Reed,2026-05-30T19:24:52.559174
reed_56742414,Business Analyst,Specsavers,Whiteley,Winchester,United Kingdom,50.8861222,-1.2364583,,56000.0,56000.0,GBP,Full-time,"Are you someone who loves turning business needs into smart, tech-driven solutions?&nbsp;At Specsavers, we're on a mission to change lives through better sight and hearing—and we're just getting started. As we embark on a major transformation to create seamless, connected customer and colleague experiences across online and in-store journeys, with full enterprise support, we're looking for a Business Analyst who's ready to make a real impact. Th... ",r,2026-04-03,https://www.reed.co.uk/jobs/business-analyst/56742414,Reed,2026-05-30T19:24:55.630562
reed_56810170,Business Analyst,FDM Group,Edinburgh,City of Edinburgh,United Kingdom,55.9533456,-3.1883749,,40000.0,50000.0,GBP,Full-time,About The Role FDM is a global business and technology consultancy seeking a Business Analyst to work for our client within the financial services sector. This is initially a 5 month contract with the potential to extend and will be a hybrid role that will be based in Edinburgh. Our client is seeking someone with 3-5 years’ experience in a BA role with a focus on data analysis to support two key deliverables (50/50 split): enhancements to monthl... ,"data analysis, r",2026-04-21,https://www.reed.co.uk/jobs/business-analyst/56810170,Reed,2026-05-30T19:24:57.883796
reed_56956039,Intelligence Analyst,Keoghs LLP,Lostock,Bolton,United Kingdom,53.5727921,-2.494764,,,,GBP,Full-time,To support the Intelligence Data Manager in fraud identification across various workstreams within Davies Group. Key Responsibilities Utilising the available claims data to proactively identify potential fraud instructions from within Keoghs and from within the wider Davies Group claims departments; Undertaking intelligence screening on cases referred into Counter Fraud Services; Liaising with internal clients and potentially external clients to... ,r,2026-05-29,https://www.reed.co.uk/jobs/intelligence-analyst/56956039,Reed,2026-05-30T19:25:00.133181
reed_55622726,Business Analyst,Sagacity,London,Greater London,United Kingdom,51.5074456,-0.1277653,,,,GBP,Full-time,"As a Business Analyst, you’ll play a key role in understanding what our clients need for each project or change initiative. You’ll work closely with the wider project team to make sure your deliverables are completed on time and aligned with what the client expects. This includes: Mapping the ‘As Is’ processes by interviewing SMEs, running workshops, and securing the necessary approvals Shaping the ‘To Be’ processes, again working with SMEs and ... ","interviewing, r",2025-08-20,https://www.reed.co.uk/jobs/business-analyst/55622726,Reed,2026-05-30T19:25:02.440311
reed_56764568,Senior Data Analyst - Ex-Forces Programme,FDM Group,SE12QG,Greater London,United Kingdom,51.506132,-0.0849124,,,,GBP,Full-time,"Have you previously served in the military, blue light services or currently as a serving reservist or military spouse? Do you have demonstrable experience in Data, Analytics, or related technology roles? Are you ready to transition into a new career with upskilling and career coaching included? Then you’ll want to hear about our award-winning Ex-Forces Programme — designed to help service leavers, veterans and former blue light personnel transi... ",r,2026-04-09,https://www.reed.co.uk/jobs/senior-data-analyst-ex-forces-programme/56764568,Reed,2026-05-30T19:25:02.440610
reed_56922967,Finance Analyst,Riverside Group,Liverpool,Liverpool,United Kingdom,53.3933411,-2.9166389,,38056.41,41891.59,GBP,Full-time,"Job Title: Finance Analyst Contract Type: Fixed Term for 12 months Salary: 38,056.41 per annum ( 41,891.59 per annum is achieved after 12 months successful performance in the role) Working Hours: 35 Hours per week Working Pattern: Monday - Friday, Hybrid Location: Speke, Liverpool If you share our values and are excited about making a significant impact at Riverside, please ensure you attach a current CV and covering letter. At Riverside we recr... ",r,2026-05-19,https://www.reed.co.uk/jobs/finance-analyst/56922967,Reed,2026-05-30T19:25:02.440906
reed_56822293,SOC Analyst,Sopra Steria,Farnborough,Rushmoor,United Kingdom,51.2918693,-0.7539836,,48000.0,58000.0,GBP,Full-time,"We’re expanding our Security Operations Centre in Farnborough and looking for sharp, collaborative L2 SOC Analysts to protect enterprise-scale environments across the Defence sector. You’ll investigate real threats, tune detections, and make measurable impact—using Microsoft Sentinel, Splunk, and MISP. Your work fuels national security. Your growth fuels our mission. Role based on site in our Farnborough office and is shift work. 2 x 6am to 6pm,... ","ats, r",2026-04-24,https://www.reed.co.uk/jobs/soc-analyst/56822293,Reed,2026-05-30T19:25:04.139003
reed_56912303,Operations Analyst,Apogee Corporation,LN69BJ,North Kesteven,United Kingdom,53.15007,-0.6710696,,,,GBP,Full-time,"ABOUT US With over 30 years of expertise, Apogee transforms how organisations of every size and sector manage their IT – delivering everything they need through one seamless point of contact. As an independent subsidiary of HP Inc., we combine the agility of a specialist provider with the power of one of the world’s leading technology companies, giving our clients instant access to cutting-edge innovation backed by market-leading service operati... ",r,2026-05-18,https://www.reed.co.uk/jobs/operations-analyst/56912303,Reed,2026-05-30T19:25:06.636769
reed_56118272,Data Engineer,AJ Bell,Manchester,Manchester,United Kingdom,53.4424618,-2.2324547,,,,GBP,Full-time,"Job Description This is an exciting opportunity to join a dynamic and experienced Data Engineering team at AJ Bell, contributing significantly to the development of our state-of-the-art data platform using cutting-edge technology. As a Data Engineer, you will play a pivotal role in designing, building, maintaining, and evolving our data infrastructure, ensuring it meets the growing needs of our business. You'll engage in end-to-end development, ... ","r, ui",2025-11-25,https://www.reed.co.uk/jobs/data-engineer/56118272,Reed,2026-05-30T19:25:08.489735
reed_56874383,Portfolio Analyst,DF Capital Bank,M45AD,Manchester,United Kingdom,53.484685,-2.2322656,,,,GBP,Full-time,"We’re DF Capital – a specialist bank providing award-winning commercial finance, retail finance, and savings products to consumers and small businesses. Based in Manchester, we serve thousands of customers across the UK and into Europe, supporting their ambitions with tailored financial solutions. We help our customers realise their ambitions by doing things differently – combining the agility and innovation of a specialist lender with the secur... ",r,2026-05-07,https://www.reed.co.uk/jobs/portfolio-analyst/56874383,Reed,2026-05-30T19:25:10.581618
reed_55968585,Business Analyst,FDM Group,Leeds,Leeds,United Kingdom,53.7974185,-1.5437941,,,,GBP,Full-time,Have you had a career break of 12+ months? Do you have 5+ years of commercial experience in industry? Are you ready to re-join the workforce with training and career coaching included? Then you’ll want to hear about the UK’s leading Returners Programme and how it helps 100+ returners restart their careers every year. Our Returners Programme is specifically designed to support professionals returning to work after a career break. Having restarted... ,r,2025-10-23,https://www.reed.co.uk/jobs/business-analyst/55968585,Reed,2026-05-30T19:25:12.629774
reed_55968479,Business Analyst,FDM Group,Manchester,Manchester,United Kingdom,53.4424618,-2.2324547,,,,GBP,Full-time,Have you had a career break of 12+ months? Do you have 5+ years of commercial experience in industry? Are you ready to re-join the workforce with training and career coaching included? Then you’ll want to hear about the UK’s leading Returners Programme and how it helps 100+ returners restart their careers every year. Our Returners Programme is specifically designed to support professionals returning to work after a career break. Having restarted... ,r,2025-10-23,https://www.reed.co.uk/jobs/business-analyst/55968479,Reed,2026-05-30T19:25:16.107805
reed_55968647,Business Analyst,FDM Group,York,York,United Kingdom,53.9656579,-1.0743052,,,,GBP,Full-time,Have you had a career break of 12+ months? Do you have 5+ years of commercial experience in industry? Are you ready to re-join the workforce with training and career coaching included? Then you’ll want to hear about the UK’s leading Returners Programme and how it helps 100+ returners restart their careers every year. Our Returners Programme is specifically designed to support professionals returning to work after a career break. Having restarted... ,r,2025-10-23,https://www.reed.co.uk/jobs/business-analyst/55968647,Reed,2026-05-30T19:25:16.108088
reed_56834743,Commercial Finance Analyst,PHS Group Limited,CF831XH,Caerphilly,United Kingdom,51.57047,-3.23633,,,,GBP,Full-time,"About The Role Commercial Finance Analyst Caerphilly / Tamworth Competitive Salary with bonus Are you a qualified or part-qualified accountant who enjoys turning financial data into insight that genuinely influences business performance? Do you thrive in fast-paced, operational environments where finance plays a key role in shaping decisions on the ground? Experience with BI tools? We’re looking for a Commercial Finance Analyst to join our Hygie... ","r, ui",2026-04-28,https://www.reed.co.uk/jobs/commercial-finance-analyst/56834743,Reed,2026-05-30T19:25:18.568864
reed_56930374,Acturis Change Analyst,Brown & Brown (Europe),London,Greater London,United Kingdom,51.5074456,-0.1277653,,,,GBP,Full-time,"Acturis Change Analyst Location: Remote Package: Negotiable This role is accountable for the end-to-end governance, prioritisation, and delivery of all Acturis small change activity across Retail Operations. The role exists to ensure that every small change is necessary, proportionate, controlled, properly assessed for risk and benefit, and aligned to regulatory, financial, and operational objectives. The postholder acts as the custodian of the ... ","go, r",2026-05-21,https://www.reed.co.uk/jobs/acturis-change-analyst/56930374,Reed,2026-05-30T19:25:20.410676
reed_56918776,Quality Assurance Analyst,Isio,CR02LX,Greater London,United Kingdom,51.37502,-0.09498,,,,GBP,Full-time,"Quality Assurance Analyst - Pensions We are seeking a detailed driven, technically strong Quality Assurance Analyst to help shape and protect the quality of defined benefit pension administration. This is a high-impact role where you will help ensure accuracy, consistency, and regulatory compliance of defined benefit pensions administration activity across Isio. This role provides independent, risk-based assurance over day-to-day administration,... ",r,2026-05-19,https://www.reed.co.uk/jobs/quality-assurance-analyst/56918776,Reed,2026-05-30T19:25:20.411043
reed_56718443,Service Desk Analyst,EXL Service (UK) Ltd,M220RR,,United Kingdom,53.37183,-2.25384,,,,GBP,Full-time,"The Service Desk Analyst plays a critical role in delivering high-quality IT support to service users, internal stakeholders, and suppliers. This position requires expertise in managing ticketing systems such as Remedy and ServiceNow , troubleshooting technical issues, and ensuring effective incident resolution—either directly or through supplier coordination. The ideal candidate will have strong organisational skills, a deep understanding of Sm... ","r, ui",2026-03-31,https://www.reed.co.uk/jobs/service-desk-analyst/56718443,Reed,2026-05-30T19:25:22.254776
reed_56895512,Corporate Action Analyst,Jobheron,London,Greater London,United Kingdom,51.5074456,-0.1277653,,,,GBP,Full-time,"UK Corporate Action Analyst | London, UK (Office Based) | Competitive Pay Join a dynamic financial data team at the heart of the London market Our client is seeking a detail-driven Corporate Action Analyst to join their London-based research team. This is an excellent opportunity for someone looking to start or develop a career in financial markets and corporate actions, working closely with market announcements from companies listed on the Lond... ","excel, r",2026-05-13,https://www.reed.co.uk/jobs/corporate-action-analyst/56895512,Reed,2026-05-30T19:25:24.037990
reed_56829864,Business Intelligence Analyst,Unsworth,E111JL,Greater London,United Kingdom,51.5701297,0.0116335,,35000.0,40000.0,GBP,Full-time,"Award-Winning Logistics Company Shape the Digital Future of Logistics with Us About Us Join an award-winning, fast-growing logistics company where innovation, collaboration, and customer excellence drive everything we do. With a strong reputation for delivering exceptional solutions across the supply chain, we are expanding our dynamic team and looking for passionate professionals to help us reach new heights. If you’re eager to build your caree... ","excel, git, r, ui",2026-04-27,https://www.reed.co.uk/jobs/business-intelligence-analyst/56829864,Reed,2026-05-30T19:25:24.038301
reed_56953165,Senior Finance Analyst,Rolls Royce CWS,Derby,Derby,United Kingdom,52.9142235,-1.4719885,,,,GBP,Full-time,"We are AMS. We are a global total workforce solutions firm; we enable organisations to thrive in an age of constant change by building, re-shaping, and optimising workforces. Our Contingent Workforce Solution (CWS) is one of our service offerings; we act as an extension of Rolls-Royce’s recruitment team and provide professional interim and temporary resources. Rolls-Royce is a respected engineering organisation operating in many sectors includin... ","r, ui",2026-05-28,https://www.reed.co.uk/jobs/senior-finance-analyst/56953165,Reed,2026-05-30T19:25:26.556134
reed_56940721,FP&A Analyst,Shoosmiths,Birmingham,Birmingham,United Kingdom,52.4948994,-1.8518439,,,,GBP,Full-time,"The FP&amp;A Analyst will support the Finance Business Partner for Real Estate in delivering high-quality financial insight, reporting and analysis to Shoosmiths’ Real Estate Division. The role will play a key part in budgeting, forecasting, performance reporting and cost analysis, helping stakeholders to understand financial performance and make informed decisions. This is an excellent opportunity for a developing FP&amp;A professional to build... ","excel, r, ui",2026-05-26,https://www.reed.co.uk/jobs/fp-a-analyst/56940721,Reed,2026-05-30T19:25:28.398772
reed_56873356,Senior Business Analyst,Ruby Energy,FY76SP,Wyre,United Kingdom,53.91567,-3.02484,,45000.0,50000.0,GBP,Full-time,"Here at Ruby Energy we continue to grow and have a new position available for a Senior Business Analyst, Please note for this role you would based at our Head Office in Fleetwood Lancashire Role Overview As a Senior Business Analyst, you will lead the analysis and design of complex change initiatives, shaping solutions that deliver clear business value. You’ll act as the key link between stakeholders and delivery teams, while also developing Bus... ",r,2026-05-07,https://www.reed.co.uk/jobs/senior-business-analyst/56873356,Reed,2026-05-30T19:25:30.652951
reed_56903547,Analyst - Consultancy (Healthcare),Christie & Co,City of London,City of London,United Kingdom,51.5156177,-0.0919983,,40000.0,40000.0,GBP,Full-time,"Analyst - Consultancy (Healthcare) Location: London, United Kingdom (Hybrid – 2 days’ work from home) Salary: up to 40,000 + team commission We typically work in the office 3 days a week, adopting a hybrid working style, however there will be times where more frequent office attendance is required.&nbsp; Who are Christie &amp; Co? We’re the leading specialist advisor for buying and selling businesses in our sectors - hotels, pubs, restaurants, c... ","hris, r, ui",2026-05-14,https://www.reed.co.uk/jobs/analyst-consultancy-healthcare/56903547,Reed,2026-05-30T19:25:32.850339
reed_56894264,"Systems, Data & Insights Manager",University College Birmingham,Birmingham,Birmingham,United Kingdom,52.4948994,-1.8518439,,42254.0,43482.0,GBP,Full-time,"Job Title: Systems, Data &amp; Insights Manager (Alumni, Business &amp; Employer Engagement) Location: Birmingham - Hybrid opportunities available Salary: 42,254 - 43,482 per annum - SS7 Job type: Permanent, Full-time UCB is an equal opportunities employer. We are TEF rated Silver, with a Good Ofsted rating. The Role: Join University College Birmingham at a pivotal moment as we build a new Business and Employer Engagement team designed to put in... ","go, r, ui",2026-05-12,https://www.reed.co.uk/jobs/systems-data-insights-manager/56894264,Reed,2026-05-30T19:25:35.566574
reed_56796750,Supply Chain Replenishment & Data Insights Analyst 18-month FTC,Aldi,CV92SQ,North Warwickshire,United Kingdom,52.586675,-1.5568769,,48225.0,52930.0,GBP,Full-time,"Looking for a role where you can influence business performance and direction? A role in the National Supply Chain Replenishment Team is a great opportunity to play a fundamental part in shaping the future department, its ways of working and drive business performance. Do you love turning complex data into clear, useful insights? We're looking for a Data Analyst to help us make smarter decisions to have a meaningful impact on the business! You w... ",r,2026-04-17,https://www.reed.co.uk/jobs/supply-chain-replenishment-data-insights-analyst-18-month-ftc/56796750,Reed,2026-05-30T19:25:35.566934
reed_56839947,Service Analyst - Asset,Sopra Steria,Gosport,Gosport,United Kingdom,50.7952074,-1.1210853,,25000.0,30000.0,GBP,Full-time,"A traditional IT Analyst role that specialises in Asset Management, including Software, Hardware and License Management. Managing and taking ownership of all change/problem/incidents associated to Asset Management &amp; maintaining the Configuration Management Database and all assets that reside within it. You will join our Aerospace, Defence and Security team in Gosport, working on site five days a week. You will be part of a supportive and col... ","go, r",2026-04-29,https://www.reed.co.uk/jobs/service-analyst-asset/56839947,Reed,2026-05-30T19:25:37.819597
reed_56810221,Modernisation Product Analyst,ICAEW,London,Greater London,United Kingdom,51.5074456,-0.1277653,,35000.0,55000.0,GBP,Full-time,"At The Institute of Chartered Accountants England &amp; Wales (ICAEW), you'll be part of an organisation that's shaping the future of business, finance and the accountancy profession on a global scale. Our bold 2030 Strategy puts members, innovation, sustainability and trust at the heart of everything we do; creating an exciting, forward looking environment where your work has real impact. We invest in our people through our benefits package, co... ","r, rust",2026-04-21,https://www.reed.co.uk/jobs/modernisation-product-analyst/56810221,Reed,2026-05-30T19:25:40.275518
reed_56808544,IT Support Analyst,OneSchool Global,CV346BY,Warwick,United Kingdom,52.2700699,-1.53913,,25000.0,30000.0,GBP,Full-time,"OneSchool Global UK has an exciting opportunity for an IT Support Analyst to join our busy and collaborative IT team, providing technical support to 23 campuses across the UK and our Regional Support Office. This is a varied, hands-on role where no two days are the same. Working as part of a supportive team of IT professionals, you will deliver fast, efficient and customer-focused support across a wide range of systems, devices and technologies,... ",r,2026-04-21,https://www.reed.co.uk/jobs/it-support-analyst/56808544,Reed,2026-05-30T19:25:40.275877
reed_56934432,QA Test Analyst,Birketts LLP,Ipswich,Ipswich,United Kingdom,52.0579324,1.1528095,,,,GBP,Full-time,"About us Birketts is a full service, UK Top 50 law firm. With a heritage spanning 160 years, we have more than 700 lawyers and legal professionals and over 600 staff based in Bristol, Cambridge, Chelmsford, Ipswich, London, Norwich and Sevenoaks. We advise businesses, government and public sector organisations and individuals in the UK and internationally across four principal practice groups: Real Estate, Corporate Services, Dispute Resolution ... ","go, r",2026-05-22,https://www.reed.co.uk/jobs/qa-test-analyst/56934432,Reed,2026-05-30T19:25:42.328914
reed_56951518,Junior Service Delivery Analyst,Vermelo RPO,M37FB,Manchester,United Kingdom,53.4861899,-2.2463155,,,,GBP,Full-time,"Job Title: Junior Service Delivery Analyst Location: Manchester/Stoke&nbsp; About the Role: The Junior Service Delivery Analyst supports the Service Delivery function by assisting in the governance, coordination, and reporting of IT services to maintain service quality and operational stability. This role is a development position, providing hands on exposure to IT Service Management processes while working under the guidance of senior Service D... ","go, r, ui",2026-05-28,https://www.reed.co.uk/jobs/junior-service-delivery-analyst/56951518,Reed,2026-05-30T19:25:44.168809
reed_56930558,Lead Development Finance Analyst,Clarion,Manchester,Manchester,United Kingdom,53.4424618,-2.2324547,,70221.0,82613.0,GBP,Full-time,"Location: Hybrid - Manchester Salary: 70,221 - 82,613 per annum, pro rata Hours: 36 hours per week Contract Type: Permanent We have an exciting opportunity for a Lead Development Finance Analyst to join our team covering the North region. This role requires you to be the lead finance business partner to Clarion's property development business for the respective region including joint ventures and the strategic land portfolio, critically analysin... ","r, ui",2026-05-21,https://www.reed.co.uk/jobs/lead-development-finance-analyst/56930558,Reed,2026-05-30T19:25:46.010868
